,Month,Product Category,Sales,Location
101,2022-03-01,Wine,63,ameriplex
102,2022-03-01,Packaged Beverages-nonalcoh,417,ameriplex
103,2022-03-01,Candy,188,ameriplex
104,2022-03-01,Fluid Milk Products,137,ameriplex
105,2022-03-01,Other Dairy Deli,195,ameriplex
106,2022-03-01,Pkg Sand Other Products,485,ameriplex
107,2022-03-01,Packaged Ice Cream Novelty,336,ameriplex
108,2022-03-01,Frozen Foods,257,ameriplex
109,2022-03-01,Packaged Bread Comm Bakery,474,ameriplex
110,2022-03-01,Salty Snacks,100,ameriplex
111,2022-03-01,Packaged Sweet Snacks,290,ameriplex
112,2022-03-01,Alternative Snacks,469,ameriplex
113,2022-03-01,Fresh Foods - Perish Groc,200,ameriplex
114,2022-03-01,Edible Grocery,85,ameriplex
115,2022-03-01,Non-edible Grocery,245,ameriplex
116,2022-03-01,Health And Beauty Care,436,ameriplex
117,2022-03-01,General Merchandise,111,ameriplex
118,2022-03-01,Publications,310,ameriplex
119,2022-03-01,Automotive Products,338,ameriplex
120,2022-03-01,Store Services Fee Income,259,ameriplex
121,2022-03-01,Store Services Fee Inc Tax,421,ameriplex
122,2022-03-01,Ice Bags,239,ameriplex
123,2022-03-01,Hot Dispensed Beverages,497,ameriplex
124,2022-03-01,Cold Dispensed Beverages,442,ameriplex
125,2022-03-01,Frozen Dispensed Beverages,413,ameriplex
126,2022-03-01,Car Wash Sls,341,ameriplex
127,2022-03-01,Car Wash Vending Sales,179,ameriplex
128,2022-03-01,Chilled Bev Fee,312,ameriplex
129,2022-03-01,Coupons,241,ameriplex
130,2022-03-01,Cravins To Order,464,ameriplex
131,2022-03-01,CTO Ing Shelf Stable,227,ameriplex
132,2022-03-01,Fe Gift Cards Radiant,140,ameriplex
133,2022-03-01,Floral,246,ameriplex
134,2022-03-01,Fresh Bakery,466,ameriplex
135,2022-03-01,Gen Merch Scan Data Sales,454,ameriplex
136,2022-03-01,JW European Cafe,307,ameriplex
137,2022-03-01,Lottery Instant Tickets,237,ameriplex
138,2022-03-01,Lottery ITVM Instant Tickets,471,ameriplex
139,2022-03-01,Lottery Online Sales,275,ameriplex
140,2022-03-01,Manual Fuel Radiant,486,ameriplex
141,2022-03-01,Money Orders Radiant,179,ameriplex
142,2022-03-01,Money Transfers,466,ameriplex
143,2022-03-01,No Scan Merch Radiant,496,ameriplex
144,2022-03-01,Novelty,97,ameriplex
145,2022-03-01,Phone Card Fee,198,ameriplex
146,2022-03-01,Supplies-retail,183,ameriplex
147,2022-04-01,Cigarettes,128,ameriplex
148,2022-04-01,Other Tobacco,425,ameriplex
149,2022-04-01,Beer,299,ameriplex
150,2022-04-01,Wine,406,ameriplex
151,2022-04-01,Packaged Beverages-nonalcoh,312,ameriplex
152,2022-04-01,Candy,477,ameriplex
153,2022-04-01,Fluid Milk Products,265,ameriplex
154,2022-04-01,Other Dairy Deli,123,ameriplex
155,2022-04-01,Pkg Sand Other Products,101,ameriplex
156,2022-04-01,Packaged Ice Cream Novelty,155,ameriplex
157,2022-04-01,Frozen Foods,213,ameriplex
158,2022-04-01,Packaged Bread Comm Bakery,252,ameriplex
159,2022-04-01,Salty Snacks,361,ameriplex
160,2022-04-01,Packaged Sweet Snacks,294,ameriplex
161,2022-04-01,Alternative Snacks,463,ameriplex
162,2022-04-01,Fresh Foods - Perish Groc,110,ameriplex
163,2022-04-01,Edible Grocery,138,ameriplex
164,2022-04-01,Non-edible Grocery,486,ameriplex
165,2022-04-01,Health And Beauty Care,484,ameriplex
166,2022-04-01,General Merchandise,190,ameriplex
167,2022-04-01,Publications,362,ameriplex
168,2022-04-01,Automotive Products,103,ameriplex
169,2022-04-01,Store Services Fee Income,399,ameriplex
170,2022-04-01,Store Services Fee Inc Tax,278,ameriplex
171,2022-04-01,Ice Bags,128,ameriplex
172,2022-04-01,Hot Dispensed Beverages,398,ameriplex
173,2022-04-01,Cold Dispensed Beverages,394,ameriplex
174,2022-04-01,Frozen Dispensed Beverages,228,ameriplex
175,2022-04-01,Car Wash Sls,358,ameriplex
176,2022-04-01,Car Wash Vending Sales,412,ameriplex
177,2022-04-01,Chilled Bev Fee,213,ameriplex
178,2022-04-01,Coupons,83,ameriplex
179,2022-04-01,Cravins To Order,373,ameriplex
180,2022-04-01,CTO Ing Shelf Stable,442,ameriplex
181,2022-04-01,Fe Gift Cards Radiant,203,ameriplex
182,2022-04-01,Floral,338,ameriplex
183,2022-04-01,Fresh Bakery,436,ameriplex
184,2022-04-01,Gen Merch Scan Data Sales,119,ameriplex
185,2022-04-01,JW European Cafe,172,ameriplex
186,2022-04-01,Lottery Instant Tickets,395,ameriplex
187,2022-04-01,Lottery ITVM Instant Tickets,473,ameriplex
188,2022-04-01,Lottery Online Sales,192,ameriplex
189,2022-04-01,Manual Fuel Radiant,293,ameriplex
190,2022-04-01,Money Orders Radiant,426,ameriplex
191,2022-04-01,Money Transfers,396,ameriplex
192,2022-04-01,No Scan Merch Radiant,85,ameriplex
193,2022-04-01,Novelty,491,ameriplex
194,2022-04-01,Phone Card Fee,99,ameriplex
195,2022-04-01,Supplies-retail,136,ameriplex
196,2022-05-01,Cigarettes,436,ameriplex
197,2022-05-01,Other Tobacco,168,ameriplex
198,2022-05-01,Beer,474,ameriplex
199,2022-05-01,Wine,459,ameriplex
200,2022-05-01,Packaged Beverages-nonalcoh,122,ameriplex
201,2022-05-01,Candy,388,ameriplex
202,2022-05-01,Fluid Milk Products,236,ameriplex
203,2022-05-01,Other Dairy Deli,64,ameriplex
204,2022-05-01,Pkg Sand Other Products,297,ameriplex
205,2022-05-01,Packaged Ice Cream Novelty,327,ameriplex
206,2022-05-01,Frozen Foods,79,ameriplex
207,2022-05-01,Packaged Bread Comm Bakery,193,ameriplex
208,2022-05-01,Salty Snacks,305,ameriplex
209,2022-05-01,Packaged Sweet Snacks,420,ameriplex
210,2022-05-01,Alternative Snacks,61,ameriplex
211,2022-05-01,Fresh Foods - Perish Groc,81,ameriplex
212,2022-05-01,Edible Grocery,254,ameriplex
213,2022-05-01,Non-edible Grocery,476,ameriplex
214,2022-05-01,Health And Beauty Care,423,ameriplex
215,2022-05-01,General Merchandise,401,ameriplex
216,2022-05-01,Publications,247,ameriplex
217,2022-05-01,Automotive Products,91,ameriplex
218,2022-05-01,Store Services Fee Income,367,ameriplex
219,2022-05-01,Store Services Fee Inc Tax,441,ameriplex
220,2022-05-01,Ice Bags,189,ameriplex
221,2022-05-01,Hot Dispensed Beverages,444,ameriplex
222,2022-05-01,Cold Dispensed Beverages,285,ameriplex
223,2022-05-01,Frozen Dispensed Beverages,477,ameriplex
224,2022-05-01,Car Wash Sls,185,ameriplex
225,2022-05-01,Car Wash Vending Sales,352,ameriplex
226,2022-05-01,Chilled Bev Fee,70,ameriplex
227,2022-05-01,Coupons,380,ameriplex
228,2022-05-01,Cravins To Order,71,ameriplex
229,2022-05-01,CTO Ing Shelf Stable,381,ameriplex
230,2022-05-01,Fe Gift Cards Radiant,200,ameriplex
231,2022-05-01,Floral,52,ameriplex
232,2022-05-01,Fresh Bakery,437,ameriplex
233,2022-05-01,Gen Merch Scan Data Sales,165,ameriplex
234,2022-05-01,JW European Cafe,313,ameriplex
235,2022-05-01,Lottery Instant Tickets,486,ameriplex
236,2022-05-01,Lottery ITVM Instant Tickets,147,ameriplex
237,2022-05-01,Lottery Online Sales,136,ameriplex
238,2022-05-01,Manual Fuel Radiant,497,ameriplex
239,2022-05-01,Money Orders Radiant,159,ameriplex
240,2022-05-01,Money Transfers,139,ameriplex
241,2022-05-01,No Scan Merch Radiant,127,ameriplex
242,2022-05-01,Novelty,385,ameriplex
243,2022-05-01,Phone Card Fee,299,ameriplex
244,2022-05-01,Supplies-retail,393,ameriplex
245,2022-06-01,Cigarettes,215,ameriplex
246,2022-06-01,Other Tobacco,371,ameriplex
247,2022-06-01,Beer,151,ameriplex
248,2022-06-01,Wine,212,ameriplex
249,2022-06-01,Packaged Beverages-nonalcoh,414,ameriplex
250,2022-06-01,Candy,275,ameriplex
251,2022-06-01,Fluid Milk Products,330,ameriplex
252,2022-06-01,Other Dairy Deli,157,ameriplex
253,2022-06-01,Pkg Sand Other Products,134,ameriplex
254,2022-06-01,Packaged Ice Cream Novelty,349,ameriplex
255,2022-06-01,Frozen Foods,475,ameriplex
256,2022-06-01,Packaged Bread Comm Bakery,361,ameriplex
257,2022-06-01,Salty Snacks,148,ameriplex
258,2022-06-01,Packaged Sweet Snacks,205,ameriplex
259,2022-06-01,Alternative Snacks,261,ameriplex
260,2022-06-01,Fresh Foods - Perish Groc,370,ameriplex
261,2022-06-01,Edible Grocery,465,ameriplex
262,2022-06-01,Non-edible Grocery,105,ameriplex
263,2022-06-01,Health And Beauty Care,468,ameriplex
264,2022-06-01,General Merchandise,376,ameriplex
265,2022-06-01,Publications,410,ameriplex
266,2022-06-01,Automotive Products,311,ameriplex
267,2022-06-01,Store Services Fee Income,357,ameriplex
268,2022-06-01,Store Services Fee Inc Tax,426,ameriplex
269,2022-06-01,Ice Bags,92,ameriplex
270,2022-06-01,Hot Dispensed Beverages,114,ameriplex
271,2022-06-01,Cold Dispensed Beverages,239,ameriplex
272,2022-06-01,Frozen Dispensed Beverages,263,ameriplex
273,2022-06-01,Car Wash Sls,274,ameriplex
274,2022-06-01,Car Wash Vending Sales,115,ameriplex
275,2022-06-01,Chilled Bev Fee,233,ameriplex
276,2022-06-01,Coupons,475,ameriplex
277,2022-06-01,Cravins To Order,375,ameriplex
278,2022-06-01,CTO Ing Shelf Stable,204,ameriplex
279,2022-06-01,Fe Gift Cards Radiant,291,ameriplex
280,2022-06-01,Floral,113,ameriplex
281,2022-06-01,Fresh Bakery,410,ameriplex
282,2022-06-01,Gen Merch Scan Data Sales,81,ameriplex
283,2022-06-01,JW European Cafe,108,ameriplex
284,2022-06-01,Lottery Instant Tickets,362,ameriplex
285,2022-06-01,Lottery ITVM Instant Tickets,180,ameriplex
286,2022-06-01,Lottery Online Sales,475,ameriplex
287,2022-06-01,Manual Fuel Radiant,146,ameriplex
288,2022-06-01,Money Orders Radiant,392,ameriplex
289,2022-06-01,Money Transfers,107,ameriplex
290,2022-06-01,No Scan Merch Radiant,86,ameriplex
291,2022-06-01,Novelty,226,ameriplex
292,2022-06-01,Phone Card Fee,127,ameriplex
293,2022-06-01,Supplies-retail,78,ameriplex
294,2022-07-01,Cigarettes,60,ameriplex
295,2022-07-01,Other Tobacco,281,ameriplex
296,2022-07-01,Beer,110,ameriplex
297,2022-07-01,Wine,349,ameriplex
298,2022-07-01,Packaged Beverages-nonalcoh,256,ameriplex
299,2022-07-01,Candy,276,ameriplex
300,2022-07-01,Fluid Milk Products,493,ameriplex
301,2022-07-01,Other Dairy Deli,440,ameriplex
302,2022-07-01,Pkg Sand Other Products,394,ameriplex
303,2022-07-01,Packaged Ice Cream Novelty,446,ameriplex
304,2022-07-01,Frozen Foods,139,ameriplex
305,2022-07-01,Packaged Bread Comm Bakery,352,ameriplex
306,2022-07-01,Salty Snacks,459,ameriplex
307,2022-07-01,Packaged Sweet Snacks,259,ameriplex
308,2022-07-01,Alternative Snacks,66,ameriplex
309,2022-07-01,Fresh Foods - Perish Groc,182,ameriplex
310,2022-07-01,Edible Grocery,371,ameriplex
311,2022-07-01,Non-edible Grocery,207,ameriplex
312,2022-07-01,Health And Beauty Care,177,ameriplex
313,2022-07-01,General Merchandise,373,ameriplex
314,2022-07-01,Publications,276,ameriplex
315,2022-07-01,Automotive Products,98,ameriplex
316,2022-07-01,Store Services Fee Income,198,ameriplex
317,2022-07-01,Store Services Fee Inc Tax,102,ameriplex
318,2022-07-01,Ice Bags,106,ameriplex
319,2022-07-01,Hot Dispensed Beverages,115,ameriplex
320,2022-07-01,Cold Dispensed Beverages,398,ameriplex
321,2022-07-01,Frozen Dispensed Beverages,334,ameriplex
322,2022-07-01,Car Wash Sls,435,ameriplex
323,2022-07-01,Car Wash Vending Sales,361,ameriplex
324,2022-07-01,Chilled Bev Fee,384,ameriplex
325,2022-07-01,Coupons,176,ameriplex
326,2022-07-01,Cravins To Order,470,ameriplex
327,2022-07-01,CTO Ing Shelf Stable,91,ameriplex
328,2022-07-01,Fe Gift Cards Radiant,488,ameriplex
329,2022-07-01,Floral,249,ameriplex
330,2022-07-01,Fresh Bakery,220,ameriplex
331,2022-07-01,Gen Merch Scan Data Sales,231,ameriplex
332,2022-07-01,JW European Cafe,54,ameriplex
333,2022-07-01,Lottery Instant Tickets,328,ameriplex
334,2022-07-01,Lottery ITVM Instant Tickets,262,ameriplex
335,2022-07-01,Lottery Online Sales,485,ameriplex
336,2022-07-01,Manual Fuel Radiant,170,ameriplex
337,2022-07-01,Money Orders Radiant,246,ameriplex
338,2022-07-01,Money Transfers,318,ameriplex
339,2022-07-01,No Scan Merch Radiant,150,ameriplex
340,2022-07-01,Novelty,390,ameriplex
341,2022-07-01,Phone Card Fee,221,ameriplex
342,2022-07-01,Supplies-retail,408,ameriplex
343,2022-08-01,Cigarettes,64,ameriplex
344,2022-08-01,Other Tobacco,192,ameriplex
345,2022-08-01,Beer,113,ameriplex
346,2022-08-01,Wine,446,ameriplex
347,2022-08-01,Packaged Beverages-nonalcoh,204,ameriplex
348,2022-08-01,Candy,416,ameriplex
349,2022-08-01,Fluid Milk Products,349,ameriplex
350,2022-08-01,Other Dairy Deli,448,ameriplex
351,2022-08-01,Pkg Sand Other Products,192,ameriplex
352,2022-08-01,Packaged Ice Cream Novelty,451,ameriplex
353,2022-08-01,Frozen Foods,365,ameriplex
354,2022-08-01,Packaged Bread Comm Bakery,232,ameriplex
355,2022-08-01,Salty Snacks,441,ameriplex
356,2022-08-01,Packaged Sweet Snacks,231,ameriplex
357,2022-08-01,Alternative Snacks,394,ameriplex
358,2022-08-01,Fresh Foods - Perish Groc,67,ameriplex
359,2022-08-01,Edible Grocery,215,ameriplex
360,2022-08-01,Non-edible Grocery,289,ameriplex
361,2022-08-01,Health And Beauty Care,444,ameriplex
362,2022-08-01,General Merchandise,155,ameriplex
363,2022-08-01,Publications,283,ameriplex
364,2022-08-01,Automotive Products,363,ameriplex
365,2022-08-01,Store Services Fee Income,371,ameriplex
366,2022-08-01,Store Services Fee Inc Tax,423,ameriplex
367,2022-08-01,Ice Bags,371,ameriplex
368,2022-08-01,Hot Dispensed Beverages,107,ameriplex
369,2022-08-01,Cold Dispensed Beverages,474,ameriplex
370,2022-08-01,Frozen Dispensed Beverages,279,ameriplex
371,2022-08-01,Car Wash Sls,387,ameriplex
372,2022-08-01,Car Wash Vending Sales,77,ameriplex
373,2022-08-01,Chilled Bev Fee,93,ameriplex
374,2022-08-01,Coupons,246,ameriplex
375,2022-08-01,Cravins To Order,493,ameriplex
376,2022-08-01,CTO Ing Shelf Stable,285,ameriplex
377,2022-08-01,Fe Gift Cards Radiant,489,ameriplex
378,2022-08-01,Floral,355,ameriplex
379,2022-08-01,Fresh Bakery,157,ameriplex
380,2022-08-01,Gen Merch Scan Data Sales,408,ameriplex
381,2022-08-01,JW European Cafe,450,ameriplex
382,2022-08-01,Lottery Instant Tickets,160,ameriplex
383,2022-08-01,Lottery ITVM Instant Tickets,175,ameriplex
384,2022-08-01,Lottery Online Sales,466,ameriplex
385,2022-08-01,Manual Fuel Radiant,365,ameriplex
386,2022-08-01,Money Orders Radiant,133,ameriplex
387,2022-08-01,Money Transfers,349,ameriplex
388,2022-08-01,No Scan Merch Radiant,320,ameriplex
389,2022-08-01,Novelty,321,ameriplex
390,2022-08-01,Phone Card Fee,440,ameriplex
391,2022-08-01,Supplies-retail,386,ameriplex
392,2022-09-01,Cigarettes,317,ameriplex
393,2022-09-01,Other Tobacco,435,ameriplex
394,2022-09-01,Beer,92,ameriplex
395,2022-09-01,Wine,64,ameriplex
396,2022-09-01,Packaged Beverages-nonalcoh,157,ameriplex
397,2022-09-01,Candy,472,ameriplex
398,2022-09-01,Fluid Milk Products,120,ameriplex
399,2022-09-01,Other Dairy Deli,395,ameriplex
400,2022-09-01,Pkg Sand Other Products,453,ameriplex
401,2022-09-01,Packaged Ice Cream Novelty,208,ameriplex
402,2022-09-01,Frozen Foods,496,ameriplex
403,2022-09-01,Packaged Bread Comm Bakery,396,ameriplex
404,2022-09-01,Salty Snacks,342,ameriplex
405,2022-09-01,Packaged Sweet Snacks,375,ameriplex
406,2022-09-01,Alternative Snacks,229,ameriplex
407,2022-09-01,Fresh Foods - Perish Groc,363,ameriplex
408,2022-09-01,Edible Grocery,490,ameriplex
409,2022-09-01,Non-edible Grocery,375,ameriplex
410,2022-09-01,Health And Beauty Care,451,ameriplex
411,2022-09-01,General Merchandise,166,ameriplex
412,2022-09-01,Publications,118,ameriplex
413,2022-09-01,Automotive Products,136,ameriplex
414,2022-09-01,Store Services Fee Income,191,ameriplex
415,2022-09-01,Store Services Fee Inc Tax,59,ameriplex
416,2022-09-01,Ice Bags,257,ameriplex
417,2022-09-01,Hot Dispensed Beverages,346,ameriplex
418,2022-09-01,Cold Dispensed Beverages,412,ameriplex
419,2022-09-01,Frozen Dispensed Beverages,71,ameriplex
420,2022-09-01,Car Wash Sls,319,ameriplex
421,2022-09-01,Car Wash Vending Sales,295,ameriplex
422,2022-09-01,Chilled Bev Fee,303,ameriplex
423,2022-09-01,Coupons,165,ameriplex
424,2022-09-01,Cravins To Order,76,ameriplex
425,2022-09-01,CTO Ing Shelf Stable,269,ameriplex
426,2022-09-01,Fe Gift Cards Radiant,89,ameriplex
427,2022-09-01,Floral,66,ameriplex
428,2022-09-01,Fresh Bakery,322,ameriplex
429,2022-09-01,Gen Merch Scan Data Sales,408,ameriplex
430,2022-09-01,JW European Cafe,159,ameriplex
431,2022-09-01,Lottery Instant Tickets,105,ameriplex
432,2022-09-01,Lottery ITVM Instant Tickets,244,ameriplex
433,2022-09-01,Lottery Online Sales,83,ameriplex
434,2022-09-01,Manual Fuel Radiant,219,ameriplex
435,2022-09-01,Money Orders Radiant,397,ameriplex
436,2022-09-01,Money Transfers,400,ameriplex
437,2022-09-01,No Scan Merch Radiant,270,ameriplex
438,2022-09-01,Novelty,118,ameriplex
439,2022-09-01,Phone Card Fee,268,ameriplex
440,2022-09-01,Supplies-retail,284,ameriplex
441,2022-10-01,Cigarettes,177,ameriplex
442,2022-10-01,Other Tobacco,315,ameriplex
443,2022-10-01,Beer,90,ameriplex
444,2022-10-01,Wine,86,ameriplex
445,2022-10-01,Packaged Beverages-nonalcoh,335,ameriplex
446,2022-10-01,Candy,372,ameriplex
447,2022-10-01,Fluid Milk Products,118,ameriplex
448,2022-10-01,Other Dairy Deli,174,ameriplex
449,2022-10-01,Pkg Sand Other Products,387,ameriplex
450,2022-10-01,Packaged Ice Cream Novelty,264,ameriplex
451,2022-10-01,Frozen Foods,155,ameriplex
452,2022-10-01,Packaged Bread Comm Bakery,73,ameriplex
453,2022-10-01,Salty Snacks,485,ameriplex
454,2022-10-01,Packaged Sweet Snacks,363,ameriplex
455,2022-10-01,Alternative Snacks,460,ameriplex
456,2022-10-01,Fresh Foods - Perish Groc,199,ameriplex
457,2022-10-01,Edible Grocery,251,ameriplex
458,2022-10-01,Non-edible Grocery,240,ameriplex
459,2022-10-01,Health And Beauty Care,216,ameriplex
460,2022-10-01,General Merchandise,325,ameriplex
461,2022-10-01,Publications,220,ameriplex
462,2022-10-01,Automotive Products,93,ameriplex
463,2022-10-01,Store Services Fee Income,444,ameriplex
464,2022-10-01,Store Services Fee Inc Tax,355,ameriplex
465,2022-10-01,Ice Bags,100,ameriplex
466,2022-10-01,Hot Dispensed Beverages,234,ameriplex
467,2022-10-01,Cold Dispensed Beverages,436,ameriplex
468,2022-10-01,Frozen Dispensed Beverages,103,ameriplex
469,2022-10-01,Car Wash Sls,340,ameriplex
470,2022-10-01,Car Wash Vending Sales,271,ameriplex
471,2022-10-01,Chilled Bev Fee,275,ameriplex
472,2022-10-01,Coupons,400,ameriplex
473,2022-10-01,Cravins To Order,431,ameriplex
474,2022-10-01,CTO Ing Shelf Stable,236,ameriplex
475,2022-10-01,Fe Gift Cards Radiant,248,ameriplex
476,2022-10-01,Floral,144,ameriplex
477,2022-10-01,Fresh Bakery,158,ameriplex
478,2022-10-01,Gen Merch Scan Data Sales,151,ameriplex
479,2022-10-01,JW European Cafe,433,ameriplex
480,2022-10-01,Lottery Instant Tickets,308,ameriplex
481,2022-10-01,Lottery ITVM Instant Tickets,365,ameriplex
482,2022-10-01,Lottery Online Sales,305,ameriplex
483,2022-10-01,Manual Fuel Radiant,338,ameriplex
484,2022-10-01,Money Orders Radiant,423,ameriplex
485,2022-10-01,Money Transfers,267,ameriplex
486,2022-10-01,No Scan Merch Radiant,290,ameriplex
487,2022-10-01,Novelty,153,ameriplex
488,2022-10-01,Phone Card Fee,437,ameriplex
489,2022-10-01,Supplies-retail,51,ameriplex
490,2022-11-01,Cigarettes,362,ameriplex
491,2022-11-01,Other Tobacco,475,ameriplex
492,2022-11-01,Beer,220,ameriplex
493,2022-11-01,Wine,243,ameriplex
494,2022-11-01,Packaged Beverages-nonalcoh,370,ameriplex
495,2022-11-01,Candy,267,ameriplex
496,2022-11-01,Fluid Milk Products,254,ameriplex
497,2022-11-01,Other Dairy Deli,406,ameriplex
498,2022-11-01,Pkg Sand Other Products,358,ameriplex
499,2022-11-01,Packaged Ice Cream Novelty,113,ameriplex
500,2022-11-01,Frozen Foods,434,ameriplex
501,2022-11-01,Packaged Bread Comm Bakery,469,ameriplex
502,2022-11-01,Salty Snacks,74,ameriplex
503,2022-11-01,Packaged Sweet Snacks,452,ameriplex
504,2022-11-01,Alternative Snacks,387,ameriplex
505,2022-11-01,Fresh Foods - Perish Groc,287,ameriplex
506,2022-11-01,Edible Grocery,132,ameriplex
507,2022-11-01,Non-edible Grocery,445,ameriplex
508,2022-11-01,Health And Beauty Care,309,ameriplex
509,2022-11-01,General Merchandise,463,ameriplex
510,2022-11-01,Publications,265,ameriplex
511,2022-11-01,Automotive Products,179,ameriplex
512,2022-11-01,Store Services Fee Income,95,ameriplex
513,2022-11-01,Store Services Fee Inc Tax,416,ameriplex
514,2022-11-01,Ice Bags,495,ameriplex
515,2022-11-01,Hot Dispensed Beverages,214,ameriplex
516,2022-11-01,Cold Dispensed Beverages,89,ameriplex
517,2022-11-01,Frozen Dispensed Beverages,239,ameriplex
518,2022-11-01,Car Wash Sls,94,ameriplex
