,Month,Product Category,Sales,Location
122,2022-03-01,Ice Bags,494,winona
123,2022-03-01,Hot Dispensed Beverages,98,winona
124,2022-03-01,Cold Dispensed Beverages,50,winona
125,2022-03-01,Frozen Dispensed Beverages,402,winona
126,2022-03-01,Car Wash Sls,402,winona
127,2022-03-01,Car Wash Vending Sales,147,winona
128,2022-03-01,Chilled Bev Fee,361,winona
129,2022-03-01,Coupons,149,winona
130,2022-03-01,Cravins To Order,213,winona
131,2022-03-01,CTO Ing Shelf Stable,61,winona
132,2022-03-01,Fe Gift Cards Radiant,62,winona
133,2022-03-01,Floral,449,winona
134,2022-03-01,Fresh Bakery,492,winona
135,2022-03-01,Gen Merch Scan Data Sales,378,winona
136,2022-03-01,JW European Cafe,141,winona
137,2022-03-01,Lottery Instant Tickets,406,winona
138,2022-03-01,Lottery ITVM Instant Tickets,297,winona
139,2022-03-01,Lottery Online Sales,99,winona
140,2022-03-01,Manual Fuel Radiant,123,winona
141,2022-03-01,Money Orders Radiant,202,winona
142,2022-03-01,Money Transfers,403,winona
143,2022-03-01,No Scan Merch Radiant,305,winona
144,2022-03-01,Novelty,187,winona
145,2022-03-01,Phone Card Fee,350,winona
146,2022-03-01,Supplies-retail,367,winona
147,2022-04-01,Cigarettes,407,winona
148,2022-04-01,Other Tobacco,53,winona
149,2022-04-01,Beer,106,winona
150,2022-04-01,Wine,278,winona
151,2022-04-01,Packaged Beverages-nonalcoh,92,winona
152,2022-04-01,Candy,210,winona
153,2022-04-01,Fluid Milk Products,193,winona
154,2022-04-01,Other Dairy Deli,77,winona
155,2022-04-01,Pkg Sand Other Products,322,winona
156,2022-04-01,Packaged Ice Cream Novelty,70,winona
157,2022-04-01,Frozen Foods,455,winona
158,2022-04-01,Packaged Bread Comm Bakery,337,winona
159,2022-04-01,Salty Snacks,420,winona
160,2022-04-01,Packaged Sweet Snacks,346,winona
161,2022-04-01,Alternative Snacks,462,winona
162,2022-04-01,Fresh Foods - Perish Groc,366,winona
163,2022-04-01,Edible Grocery,76,winona
164,2022-04-01,Non-edible Grocery,148,winona
165,2022-04-01,Health And Beauty Care,410,winona
166,2022-04-01,General Merchandise,458,winona
167,2022-04-01,Publications,479,winona
168,2022-04-01,Automotive Products,257,winona
169,2022-04-01,Store Services Fee Income,305,winona
170,2022-04-01,Store Services Fee Inc Tax,433,winona
171,2022-04-01,Ice Bags,444,winona
172,2022-04-01,Hot Dispensed Beverages,253,winona
173,2022-04-01,Cold Dispensed Beverages,76,winona
174,2022-04-01,Frozen Dispensed Beverages,128,winona
175,2022-04-01,Car Wash Sls,145,winona
176,2022-04-01,Car Wash Vending Sales,358,winona
177,2022-04-01,Chilled Bev Fee,100,winona
178,2022-04-01,Coupons,50,winona
179,2022-04-01,Cravins To Order,359,winona
180,2022-04-01,CTO Ing Shelf Stable,125,winona
181,2022-04-01,Fe Gift Cards Radiant,106,winona
182,2022-04-01,Floral,76,winona
183,2022-04-01,Fresh Bakery,362,winona
184,2022-04-01,Gen Merch Scan Data Sales,245,winona
185,2022-04-01,JW European Cafe,148,winona
186,2022-04-01,Lottery Instant Tickets,374,winona
187,2022-04-01,Lottery ITVM Instant Tickets,207,winona
188,2022-04-01,Lottery Online Sales,104,winona
189,2022-04-01,Manual Fuel Radiant,213,winona
190,2022-04-01,Money Orders Radiant,110,winona
191,2022-04-01,Money Transfers,429,winona
192,2022-04-01,No Scan Merch Radiant,285,winona
193,2022-04-01,Novelty,208,winona
194,2022-04-01,Phone Card Fee,92,winona
195,2022-04-01,Supplies-retail,113,winona
196,2022-05-01,Cigarettes,343,winona
197,2022-05-01,Other Tobacco,275,winona
198,2022-05-01,Beer,349,winona
199,2022-05-01,Wine,235,winona
200,2022-05-01,Packaged Beverages-nonalcoh,200,winona
201,2022-05-01,Candy,131,winona
202,2022-05-01,Fluid Milk Products,472,winona
203,2022-05-01,Other Dairy Deli,214,winona
204,2022-05-01,Pkg Sand Other Products,368,winona
205,2022-05-01,Packaged Ice Cream Novelty,254,winona
206,2022-05-01,Frozen Foods,204,winona
207,2022-05-01,Packaged Bread Comm Bakery,145,winona
208,2022-05-01,Salty Snacks,319,winona
209,2022-05-01,Packaged Sweet Snacks,340,winona
210,2022-05-01,Alternative Snacks,497,winona
211,2022-05-01,Fresh Foods - Perish Groc,346,winona
212,2022-05-01,Edible Grocery,250,winona
213,2022-05-01,Non-edible Grocery,156,winona
214,2022-05-01,Health And Beauty Care,471,winona
215,2022-05-01,General Merchandise,334,winona
216,2022-05-01,Publications,135,winona
217,2022-05-01,Automotive Products,230,winona
218,2022-05-01,Store Services Fee Income,435,winona
219,2022-05-01,Store Services Fee Inc Tax,453,winona
220,2022-05-01,Ice Bags,443,winona
221,2022-05-01,Hot Dispensed Beverages,270,winona
222,2022-05-01,Cold Dispensed Beverages,231,winona
223,2022-05-01,Frozen Dispensed Beverages,210,winona
224,2022-05-01,Car Wash Sls,487,winona
225,2022-05-01,Car Wash Vending Sales,65,winona
226,2022-05-01,Chilled Bev Fee,497,winona
227,2022-05-01,Coupons,405,winona
228,2022-05-01,Cravins To Order,346,winona
229,2022-05-01,CTO Ing Shelf Stable,348,winona
230,2022-05-01,Fe Gift Cards Radiant,179,winona
231,2022-05-01,Floral,292,winona
232,2022-05-01,Fresh Bakery,131,winona
233,2022-05-01,Gen Merch Scan Data Sales,394,winona
234,2022-05-01,JW European Cafe,110,winona
235,2022-05-01,Lottery Instant Tickets,55,winona
236,2022-05-01,Lottery ITVM Instant Tickets,50,winona
237,2022-05-01,Lottery Online Sales,167,winona
238,2022-05-01,Manual Fuel Radiant,338,winona
239,2022-05-01,Money Orders Radiant,319,winona
240,2022-05-01,Money Transfers,477,winona
241,2022-05-01,No Scan Merch Radiant,477,winona
242,2022-05-01,Novelty,483,winona
243,2022-05-01,Phone Card Fee,412,winona
244,2022-05-01,Supplies-retail,260,winona
245,2022-06-01,Cigarettes,155,winona
246,2022-06-01,Other Tobacco,361,winona
247,2022-06-01,Beer,131,winona
248,2022-06-01,Wine,330,winona
249,2022-06-01,Packaged Beverages-nonalcoh,345,winona
250,2022-06-01,Candy,416,winona
251,2022-06-01,Fluid Milk Products,432,winona
252,2022-06-01,Other Dairy Deli,368,winona
253,2022-06-01,Pkg Sand Other Products,50,winona
254,2022-06-01,Packaged Ice Cream Novelty,140,winona
255,2022-06-01,Frozen Foods,498,winona
256,2022-06-01,Packaged Bread Comm Bakery,150,winona
257,2022-06-01,Salty Snacks,182,winona
258,2022-06-01,Packaged Sweet Snacks,89,winona
259,2022-06-01,Alternative Snacks,399,winona
260,2022-06-01,Fresh Foods - Perish Groc,388,winona
261,2022-06-01,Edible Grocery,84,winona
262,2022-06-01,Non-edible Grocery,52,winona
263,2022-06-01,Health And Beauty Care,245,winona
264,2022-06-01,General Merchandise,328,winona
265,2022-06-01,Publications,138,winona
266,2022-06-01,Automotive Products,448,winona
267,2022-06-01,Store Services Fee Income,200,winona
268,2022-06-01,Store Services Fee Inc Tax,403,winona
269,2022-06-01,Ice Bags,97,winona
270,2022-06-01,Hot Dispensed Beverages,453,winona
271,2022-06-01,Cold Dispensed Beverages,464,winona
272,2022-06-01,Frozen Dispensed Beverages,175,winona
273,2022-06-01,Car Wash Sls,395,winona
274,2022-06-01,Car Wash Vending Sales,289,winona
275,2022-06-01,Chilled Bev Fee,144,winona
276,2022-06-01,Coupons,309,winona
277,2022-06-01,Cravins To Order,107,winona
278,2022-06-01,CTO Ing Shelf Stable,463,winona
279,2022-06-01,Fe Gift Cards Radiant,210,winona
280,2022-06-01,Floral,199,winona
281,2022-06-01,Fresh Bakery,198,winona
282,2022-06-01,Gen Merch Scan Data Sales,425,winona
283,2022-06-01,JW European Cafe,86,winona
284,2022-06-01,Lottery Instant Tickets,126,winona
285,2022-06-01,Lottery ITVM Instant Tickets,309,winona
286,2022-06-01,Lottery Online Sales,375,winona
287,2022-06-01,Manual Fuel Radiant,175,winona
288,2022-06-01,Money Orders Radiant,175,winona
289,2022-06-01,Money Transfers,173,winona
290,2022-06-01,No Scan Merch Radiant,390,winona
291,2022-06-01,Novelty,242,winona
292,2022-06-01,Phone Card Fee,100,winona
293,2022-06-01,Supplies-retail,181,winona
294,2022-07-01,Cigarettes,417,winona
295,2022-07-01,Other Tobacco,171,winona
296,2022-07-01,Beer,489,winona
297,2022-07-01,Wine,89,winona
298,2022-07-01,Packaged Beverages-nonalcoh,492,winona
299,2022-07-01,Candy,287,winona
300,2022-07-01,Fluid Milk Products,360,winona
301,2022-07-01,Other Dairy Deli,451,winona
302,2022-07-01,Pkg Sand Other Products,425,winona
303,2022-07-01,Packaged Ice Cream Novelty,146,winona
304,2022-07-01,Frozen Foods,198,winona
305,2022-07-01,Packaged Bread Comm Bakery,103,winona
306,2022-07-01,Salty Snacks,415,winona
307,2022-07-01,Packaged Sweet Snacks,68,winona
308,2022-07-01,Alternative Snacks,145,winona
309,2022-07-01,Fresh Foods - Perish Groc,267,winona
310,2022-07-01,Edible Grocery,423,winona
311,2022-07-01,Non-edible Grocery,238,winona
312,2022-07-01,Health And Beauty Care,246,winona
313,2022-07-01,General Merchandise,80,winona
314,2022-07-01,Publications,98,winona
315,2022-07-01,Automotive Products,490,winona
316,2022-07-01,Store Services Fee Income,438,winona
317,2022-07-01,Store Services Fee Inc Tax,139,winona
318,2022-07-01,Ice Bags,377,winona
319,2022-07-01,Hot Dispensed Beverages,121,winona
320,2022-07-01,Cold Dispensed Beverages,144,winona
321,2022-07-01,Frozen Dispensed Beverages,429,winona
322,2022-07-01,Car Wash Sls,322,winona
323,2022-07-01,Car Wash Vending Sales,458,winona
324,2022-07-01,Chilled Bev Fee,90,winona
325,2022-07-01,Coupons,57,winona
326,2022-07-01,Cravins To Order,251,winona
327,2022-07-01,CTO Ing Shelf Stable,225,winona
328,2022-07-01,Fe Gift Cards Radiant,81,winona
329,2022-07-01,Floral,286,winona
330,2022-07-01,Fresh Bakery,205,winona
331,2022-07-01,Gen Merch Scan Data Sales,304,winona
332,2022-07-01,JW European Cafe,268,winona
333,2022-07-01,Lottery Instant Tickets,238,winona
334,2022-07-01,Lottery ITVM Instant Tickets,469,winona
335,2022-07-01,Lottery Online Sales,472,winona
336,2022-07-01,Manual Fuel Radiant,295,winona
337,2022-07-01,Money Orders Radiant,300,winona
338,2022-07-01,Money Transfers,124,winona
339,2022-07-01,No Scan Merch Radiant,209,winona
340,2022-07-01,Novelty,146,winona
341,2022-07-01,Phone Card Fee,369,winona
342,2022-07-01,Supplies-retail,176,winona
343,2022-08-01,Cigarettes,325,winona
344,2022-08-01,Other Tobacco,198,winona
345,2022-08-01,Beer,338,winona
346,2022-08-01,Wine,90,winona
347,2022-08-01,Packaged Beverages-nonalcoh,495,winona
348,2022-08-01,Candy,206,winona
349,2022-08-01,Fluid Milk Products,402,winona
350,2022-08-01,Other Dairy Deli,424,winona
351,2022-08-01,Pkg Sand Other Products,400,winona
352,2022-08-01,Packaged Ice Cream Novelty,143,winona
353,2022-08-01,Frozen Foods,402,winona
354,2022-08-01,Packaged Bread Comm Bakery,396,winona
355,2022-08-01,Salty Snacks,298,winona
356,2022-08-01,Packaged Sweet Snacks,451,winona
357,2022-08-01,Alternative Snacks,469,winona
358,2022-08-01,Fresh Foods - Perish Groc,280,winona
359,2022-08-01,Edible Grocery,429,winona
360,2022-08-01,Non-edible Grocery,436,winona
361,2022-08-01,Health And Beauty Care,435,winona
362,2022-08-01,General Merchandise,214,winona
363,2022-08-01,Publications,317,winona
364,2022-08-01,Automotive Products,295,winona
365,2022-08-01,Store Services Fee Income,187,winona
366,2022-08-01,Store Services Fee Inc Tax,99,winona
367,2022-08-01,Ice Bags,413,winona
368,2022-08-01,Hot Dispensed Beverages,466,winona
369,2022-08-01,Cold Dispensed Beverages,111,winona
370,2022-08-01,Frozen Dispensed Beverages,154,winona
371,2022-08-01,Car Wash Sls,147,winona
372,2022-08-01,Car Wash Vending Sales,247,winona
373,2022-08-01,Chilled Bev Fee,139,winona
374,2022-08-01,Coupons,160,winona
375,2022-08-01,Cravins To Order,409,winona
376,2022-08-01,CTO Ing Shelf Stable,475,winona
377,2022-08-01,Fe Gift Cards Radiant,226,winona
378,2022-08-01,Floral,106,winona
379,2022-08-01,Fresh Bakery,176,winona
380,2022-08-01,Gen Merch Scan Data Sales,225,winona
381,2022-08-01,JW European Cafe,388,winona
382,2022-08-01,Lottery Instant Tickets,155,winona
383,2022-08-01,Lottery ITVM Instant Tickets,251,winona
384,2022-08-01,Lottery Online Sales,51,winona
385,2022-08-01,Manual Fuel Radiant,289,winona
386,2022-08-01,Money Orders Radiant,452,winona
387,2022-08-01,Money Transfers,471,winona
388,2022-08-01,No Scan Merch Radiant,199,winona
389,2022-08-01,Novelty,211,winona
390,2022-08-01,Phone Card Fee,391,winona
391,2022-08-01,Supplies-retail,85,winona
392,2022-09-01,Cigarettes,215,winona
393,2022-09-01,Other Tobacco,83,winona
394,2022-09-01,Beer,124,winona
395,2022-09-01,Wine,428,winona
396,2022-09-01,Packaged Beverages-nonalcoh,443,winona
397,2022-09-01,Candy,331,winona
398,2022-09-01,Fluid Milk Products,491,winona
399,2022-09-01,Other Dairy Deli,441,winona
400,2022-09-01,Pkg Sand Other Products,275,winona
401,2022-09-01,Packaged Ice Cream Novelty,93,winona
402,2022-09-01,Frozen Foods,411,winona
403,2022-09-01,Packaged Bread Comm Bakery,97,winona
404,2022-09-01,Salty Snacks,136,winona
405,2022-09-01,Packaged Sweet Snacks,322,winona
406,2022-09-01,Alternative Snacks,273,winona
407,2022-09-01,Fresh Foods - Perish Groc,50,winona
408,2022-09-01,Edible Grocery,165,winona
409,2022-09-01,Non-edible Grocery,290,winona
410,2022-09-01,Health And Beauty Care,312,winona
411,2022-09-01,General Merchandise,462,winona
412,2022-09-01,Publications,314,winona
413,2022-09-01,Automotive Products,310,winona
414,2022-09-01,Store Services Fee Income,334,winona
415,2022-09-01,Store Services Fee Inc Tax,282,winona
416,2022-09-01,Ice Bags,334,winona
417,2022-09-01,Hot Dispensed Beverages,416,winona
418,2022-09-01,Cold Dispensed Beverages,133,winona
419,2022-09-01,Frozen Dispensed Beverages,247,winona
420,2022-09-01,Car Wash Sls,124,winona
421,2022-09-01,Car Wash Vending Sales,314,winona
422,2022-09-01,Chilled Bev Fee,116,winona
423,2022-09-01,Coupons,66,winona
424,2022-09-01,Cravins To Order,133,winona
425,2022-09-01,CTO Ing Shelf Stable,379,winona
426,2022-09-01,Fe Gift Cards Radiant,268,winona
427,2022-09-01,Floral,111,winona
428,2022-09-01,Fresh Bakery,381,winona
429,2022-09-01,Gen Merch Scan Data Sales,158,winona
430,2022-09-01,JW European Cafe,345,winona
431,2022-09-01,Lottery Instant Tickets,176,winona
432,2022-09-01,Lottery ITVM Instant Tickets,167,winona
433,2022-09-01,Lottery Online Sales,362,winona
434,2022-09-01,Manual Fuel Radiant,447,winona
435,2022-09-01,Money Orders Radiant,358,winona
436,2022-09-01,Money Transfers,214,winona
437,2022-09-01,No Scan Merch Radiant,190,winona
438,2022-09-01,Novelty,327,winona
439,2022-09-01,Phone Card Fee,461,winona
440,2022-09-01,Supplies-retail,88,winona
441,2022-10-01,Cigarettes,167,winona
442,2022-10-01,Other Tobacco,391,winona
443,2022-10-01,Beer,117,winona
444,2022-10-01,Wine,72,winona
445,2022-10-01,Packaged Beverages-nonalcoh,257,winona
446,2022-10-01,Candy,307,winona
447,2022-10-01,Fluid Milk Products,214,winona
448,2022-10-01,Other Dairy Deli,399,winona
449,2022-10-01,Pkg Sand Other Products,492,winona
450,2022-10-01,Packaged Ice Cream Novelty,350,winona
451,2022-10-01,Frozen Foods,193,winona
452,2022-10-01,Packaged Bread Comm Bakery,176,winona
453,2022-10-01,Salty Snacks,370,winona
454,2022-10-01,Packaged Sweet Snacks,177,winona
455,2022-10-01,Alternative Snacks,469,winona
456,2022-10-01,Fresh Foods - Perish Groc,182,winona
457,2022-10-01,Edible Grocery,379,winona
458,2022-10-01,Non-edible Grocery,217,winona
459,2022-10-01,Health And Beauty Care,372,winona
460,2022-10-01,General Merchandise,383,winona
461,2022-10-01,Publications,122,winona
462,2022-10-01,Automotive Products,131,winona
463,2022-10-01,Store Services Fee Income,197,winona
464,2022-10-01,Store Services Fee Inc Tax,180,winona
465,2022-10-01,Ice Bags,436,winona
466,2022-10-01,Hot Dispensed Beverages,212,winona
467,2022-10-01,Cold Dispensed Beverages,346,winona
468,2022-10-01,Frozen Dispensed Beverages,113,winona
469,2022-10-01,Car Wash Sls,97,winona
470,2022-10-01,Car Wash Vending Sales,411,winona
471,2022-10-01,Chilled Bev Fee,316,winona
472,2022-10-01,Coupons,219,winona
473,2022-10-01,Cravins To Order,380,winona
474,2022-10-01,CTO Ing Shelf Stable,316,winona
475,2022-10-01,Fe Gift Cards Radiant,179,winona
476,2022-10-01,Floral,351,winona
477,2022-10-01,Fresh Bakery,60,winona
478,2022-10-01,Gen Merch Scan Data Sales,475,winona
479,2022-10-01,JW European Cafe,236,winona
480,2022-10-01,Lottery Instant Tickets,72,winona
481,2022-10-01,Lottery ITVM Instant Tickets,106,winona
482,2022-10-01,Lottery Online Sales,396,winona
483,2022-10-01,Manual Fuel Radiant,257,winona
484,2022-10-01,Money Orders Radiant,269,winona
485,2022-10-01,Money Transfers,334,winona
486,2022-10-01,No Scan Merch Radiant,399,winona
487,2022-10-01,Novelty,331,winona
488,2022-10-01,Phone Card Fee,104,winona
489,2022-10-01,Supplies-retail,296,winona
490,2022-11-01,Cigarettes,435,winona
491,2022-11-01,Other Tobacco,273,winona
492,2022-11-01,Beer,394,winona
493,2022-11-01,Wine,380,winona
494,2022-11-01,Packaged Beverages-nonalcoh,107,winona
495,2022-11-01,Candy,295,winona
496,2022-11-01,Fluid Milk Products,103,winona
497,2022-11-01,Other Dairy Deli,237,winona
498,2022-11-01,Pkg Sand Other Products,164,winona
499,2022-11-01,Packaged Ice Cream Novelty,248,winona
500,2022-11-01,Frozen Foods,208,winona
501,2022-11-01,Packaged Bread Comm Bakery,84,winona
502,2022-11-01,Salty Snacks,86,winona
503,2022-11-01,Packaged Sweet Snacks,470,winona
504,2022-11-01,Alternative Snacks,172,winona
505,2022-11-01,Fresh Foods - Perish Groc,302,winona
506,2022-11-01,Edible Grocery,363,winona
507,2022-11-01,Non-edible Grocery,60,winona
508,2022-11-01,Health And Beauty Care,148,winona
509,2022-11-01,General Merchandise,115,winona
510,2022-11-01,Publications,444,winona
511,2022-11-01,Automotive Products,463,winona
512,2022-11-01,Store Services Fee Income,65,winona
513,2022-11-01,Store Services Fee Inc Tax,408,winona
514,2022-11-01,Ice Bags,297,winona
515,2022-11-01,Hot Dispensed Beverages,383,winona
516,2022-11-01,Cold Dispensed Beverages,272,winona
517,2022-11-01,Frozen Dispensed Beverages,120,winona
518,2022-11-01,Car Wash Sls,162,winona
519,2022-11-01,Car Wash Vending Sales,280,winona
520,2022-11-01,Chilled Bev Fee,107,winona
521,2022-11-01,Coupons,253,winona
522,2022-11-01,Cravins To Order,106,winona
523,2022-11-01,CTO Ing Shelf Stable,151,winona
524,2022-11-01,Fe Gift Cards Radiant,394,winona
525,2022-11-01,Floral,356,winona
526,2022-11-01,Fresh Bakery,197,winona
527,2022-11-01,Gen Merch Scan Data Sales,367,winona
528,2022-11-01,JW European Cafe,218,winona
529,2022-11-01,Lottery Instant Tickets,387,winona
530,2022-11-01,Lottery ITVM Instant Tickets,82,winona
531,2022-11-01,Lottery Online Sales,182,winona
532,2022-11-01,Manual Fuel Radiant,472,winona
533,2022-11-01,Money Orders Radiant,452,winona
534,2022-11-01,Money Transfers,348,winona
535,2022-11-01,No Scan Merch Radiant,428,winona
536,2022-11-01,Novelty,300,winona
537,2022-11-01,Phone Card Fee,489,winona
538,2022-11-01,Supplies-retail,159,winona
539,2022-12-01,Cigarettes,484,winona
540,2022-12-01,Other Tobacco,419,winona
541,2022-12-01,Beer,254,winona
542,2022-12-01,Wine,493,winona
543,2022-12-01,Packaged Beverages-nonalcoh,309,winona
544,2022-12-01,Candy,223,winona
545,2022-12-01,Fluid Milk Products,252,winona
546,2022-12-01,Other Dairy Deli,401,winona
547,2022-12-01,Pkg Sand Other Products,119,winona
548,2022-12-01,Packaged Ice Cream Novelty,330,winona
549,2022-12-01,Frozen Foods,304,winona
550,2022-12-01,Packaged Bread Comm Bakery,231,winona
551,2022-12-01,Salty Snacks,415,winona
552,2022-12-01,Packaged Sweet Snacks,120,winona
553,2022-12-01,Alternative Snacks,272,winona
554,2022-12-01,Fresh Foods - Perish Groc,487,winona
555,2022-12-01,Edible Grocery,319,winona
556,2022-12-01,Non-edible Grocery,258,winona
557,2022-12-01,Health And Beauty Care,409,winona
558,2022-12-01,General Merchandise,438,winona
559,2022-12-01,Publications,154,winona
560,2022-12-01,Automotive Products,365,winona
561,2022-12-01,Store Services Fee Income,351,winona
562,2022-12-01,Store Services Fee Inc Tax,222,winona
563,2022-12-01,Ice Bags,492,winona
564,2022-12-01,Hot Dispensed Beverages,176,winona
565,2022-12-01,Cold Dispensed Beverages,202,winona
566,2022-12-01,Frozen Dispensed Beverages,222,winona
567,2022-12-01,Car Wash Sls,95,winona
568,2022-12-01,Car Wash Vending Sales,242,winona
569,2022-12-01,Chilled Bev Fee,262,winona
570,2022-12-01,Coupons,472,winona
571,2022-12-01,Cravins To Order,155,winona
572,2022-12-01,CTO Ing Shelf Stable,350,winona
573,2022-12-01,Fe Gift Cards Radiant,195,winona
574,2022-12-01,Floral,383,winona
575,2022-12-01,Fresh Bakery,211,winona
576,2022-12-01,Gen Merch Scan Data Sales,86,winona
577,2022-12-01,JW European Cafe,188,winona
578,2022-12-01,Lottery Instant Tickets,349,winona
579,2022-12-01,Lottery ITVM Instant Tickets,262,winona
580,2022-12-01,Lottery Online Sales,147,winona
581,2022-12-01,Manual Fuel Radiant,115,winona
582,2022-12-01,Money Orders Radiant,170,winona
583,2022-12-01,Money Transfers,464,winona
