Month,Product Category,Sales
2022-04,Fe Gift Cards Radiant,746
2022-04,Floral,825
2022-04,Fresh Bakery,1401
2022-04,Gen Merch Scan Data Sales,881
2022-04,JW European Cafe,1215
2022-04,Lottery Instant Tickets,1230
2022-04,Lottery ITVM Instant Tickets,1506
2022-04,Lottery Online Sales,661
2022-04,Manual Fuel Radiant,1262
2022-04,Money Orders Radiant,721
2022-04,Money Transfers,1684
2022-04,No Scan Merch Radiant,745
2022-04,Novelty,1437
2022-04,Phone Card Fee,536
2022-04,Supplies-retail,768
2022-05,Cigarettes,1258
2022-05,Other Tobacco,893
2022-05,Beer,1087
2022-05,Wine,1425
2022-05,Packaged Beverages-nonalcoh,598
2022-05,Candy,1313
2022-05,Fluid Milk Products,1337
2022-05,Other Dairy Deli,636
2022-05,Pkg Sand Other Products,1278
2022-05,Packaged Ice Cream Novelty,1164
2022-05,Frozen Foods,563
2022-05,Packaged Bread Comm Bakery,872
2022-05,Salty Snacks,1266
2022-05,Packaged Sweet Snacks,1092
2022-05,Alternative Snacks,1156
2022-05,Fresh Foods - Perish Groc,807
2022-05,Edible Grocery,926
2022-05,Non-edible Grocery,1068
2022-05,Health And Beauty Care,1361
2022-05,General Merchandise,1641
2022-05,Publications,1158
2022-05,Automotive Products,621
2022-05,Store Services Fee Income,1147
2022-05,Store Services Fee Inc Tax,1404
2022-05,Ice Bags,1108
2022-05,Hot Dispensed Beverages,1345
2022-05,Cold Dispensed Beverages,1131
2022-05,Frozen Dispensed Beverages,1060
2022-05,Car Wash Sls,922
2022-05,Car Wash Vending Sales,862
2022-05,Chilled Bev Fee,726
2022-05,Coupons,1442
2022-05,Cravins To Order,871
2022-05,CTO Ing Shelf Stable,1295
2022-05,Fe Gift Cards Radiant,1176
2022-05,Floral,1084
2022-05,Fresh Bakery,859
2022-05,Gen Merch Scan Data Sales,1042
2022-05,JW European Cafe,835
2022-05,Lottery Instant Tickets,1164
2022-05,Lottery ITVM Instant Tickets,704
2022-05,Lottery Online Sales,1064
2022-05,Manual Fuel Radiant,1054
2022-05,Money Orders Radiant,933
2022-05,Money Transfers,1097
2022-05,No Scan Merch Radiant,982
2022-05,Novelty,1227
2022-05,Phone Card Fee,1044
2022-05,Supplies-retail,1148
2022-06,Cigarettes,1203
2022-06,Other Tobacco,1340
2022-06,Beer,930
2022-06,Wine,1341
2022-06,Packaged Beverages-nonalcoh,1409
2022-06,Candy,1120
2022-06,Fluid Milk Products,1587
2022-06,Other Dairy Deli,889
2022-06,Pkg Sand Other Products,596
2022-06,Packaged Ice Cream Novelty,1065
2022-06,Frozen Foods,1671
2022-06,Packaged Bread Comm Bakery,911
2022-06,Salty Snacks,1202
2022-06,Packaged Sweet Snacks,1001
2022-06,Alternative Snacks,1219
2022-06,Fresh Foods - Perish Groc,1339
2022-06,Edible Grocery,847
2022-06,Non-edible Grocery,432
2022-06,Health And Beauty Care,1174
2022-06,General Merchandise,997
2022-06,Publications,989
2022-06,Automotive Products,1197
2022-06,Store Services Fee Income,964
2022-06,Store Services Fee Inc Tax,1167
2022-06,Ice Bags,957
2022-06,Hot Dispensed Beverages,870
2022-06,Cold Dispensed Beverages,1316
2022-06,Frozen Dispensed Beverages,1354
2022-06,Car Wash Sls,1257
2022-06,Car Wash Vending Sales,1226
2022-06,Chilled Bev Fee,905
2022-06,Coupons,957
2022-06,Cravins To Order,859
2022-06,CTO Ing Shelf Stable,984
2022-06,Fe Gift Cards Radiant,1175
2022-06,Floral,938
2022-06,Fresh Bakery,1199
2022-06,Gen Merch Scan Data Sales,1254
2022-06,JW European Cafe,995
2022-06,Lottery Instant Tickets,1374
2022-06,Lottery ITVM Instant Tickets,832
2022-06,Lottery Online Sales,1407
2022-06,Manual Fuel Radiant,1011
2022-06,Money Orders Radiant,1301
2022-06,Money Transfers,1012
2022-06,No Scan Merch Radiant,1219
2022-06,Novelty,950
2022-06,Phone Card Fee,640
2022-06,Supplies-retail,878
2022-07,Cigarettes,1182
2022-07,Other Tobacco,1070
2022-07,Beer,971
2022-07,Wine,1049
2022-07,Packaged Beverages-nonalcoh,1228
2022-07,Candy,1154
2022-07,Fluid Milk Products,1211
2022-07,Other Dairy Deli,1388
2022-07,Pkg Sand Other Products,1738
2022-07,Packaged Ice Cream Novelty,1531
2022-07,Frozen Foods,741
2022-07,Packaged Bread Comm Bakery,717
2022-07,Salty Snacks,1368
2022-07,Packaged Sweet Snacks,847
2022-07,Alternative Snacks,489
2022-07,Fresh Foods - Perish Groc,948
2022-07,Edible Grocery,1438
2022-07,Non-edible Grocery,982
2022-07,Health And Beauty Care,941
2022-07,General Merchandise,1173
2022-07,Publications,895
2022-07,Automotive Products,1362
2022-07,Store Services Fee Income,1069
2022-07,Store Services Fee Inc Tax,827
2022-07,Ice Bags,939
2022-07,Hot Dispensed Beverages,665
2022-07,Cold Dispensed Beverages,1174
2022-07,Frozen Dispensed Beverages,1328
2022-07,Car Wash Sls,1310
2022-07,Car Wash Vending Sales,1295
2022-07,Chilled Bev Fee,1100
2022-07,Coupons,775
2022-07,Cravins To Order,1346
2022-07,CTO Ing Shelf Stable,920
2022-07,Fe Gift Cards Radiant,1222
2022-07,Floral,975
2022-07,Fresh Bakery,883
2022-07,Gen Merch Scan Data Sales,695
2022-07,JW European Cafe,722
2022-07,Lottery Instant Tickets,970
2022-07,Lottery ITVM Instant Tickets,1349
2022-07,Lottery Online Sales,1863
2022-07,Manual Fuel Radiant,1359
2022-07,Money Orders Radiant,1450
2022-07,Money Transfers,1214
2022-07,No Scan Merch Radiant,1239
2022-07,Novelty,1183
2022-07,Phone Card Fee,1104
2022-07,Supplies-retail,1147
2022-08,Cigarettes,1113
2022-08,Other Tobacco,825
2022-08,Beer,1037
2022-08,Wine,1113
2022-08,Packaged Beverages-nonalcoh,1471
2022-08,Candy,769
2022-08,Fluid Milk Products,1311
2022-08,Other Dairy Deli,1623
2022-08,Pkg Sand Other Products,1396
2022-08,Packaged Ice Cream Novelty,1030
2022-08,Frozen Foods,1266
2022-08,Packaged Bread Comm Bakery,1508
2022-08,Salty Snacks,1341
2022-08,Packaged Sweet Snacks,1240
2022-08,Alternative Snacks,1347
2022-08,Fresh Foods - Perish Groc,813
2022-08,Edible Grocery,1507
2022-08,Non-edible Grocery,1434
2022-08,Health And Beauty Care,1574
2022-08,General Merchandise,744
2022-08,Publications,858
2022-08,Automotive Products,1379
2022-08,Store Services Fee Income,1257
2022-08,Store Services Fee Inc Tax,1366
2022-08,Ice Bags,1311
2022-08,Hot Dispensed Beverages,1135
2022-08,Cold Dispensed Beverages,1328
2022-08,Frozen Dispensed Beverages,655
2022-08,Car Wash Sls,993
2022-08,Car Wash Vending Sales,871
2022-08,Chilled Bev Fee,632
2022-08,Coupons,600
2022-08,Cravins To Order,1461
2022-08,CTO Ing Shelf Stable,1193
2022-08,Fe Gift Cards Radiant,1043
2022-08,Floral,662
2022-08,Fresh Bakery,812
2022-08,Gen Merch Scan Data Sales,1102
2022-08,JW European Cafe,1302
2022-08,Lottery Instant Tickets,672
2022-08,Lottery ITVM Instant Tickets,1268
2022-08,Lottery Online Sales,1102
2022-08,Manual Fuel Radiant,1118
2022-08,Money Orders Radiant,1104
2022-08,Money Transfers,1491
2022-08,No Scan Merch Radiant,1011
2022-08,Novelty,1209
2022-08,Phone Card Fee,1253
2022-08,Supplies-retail,1042
2022-09,Cigarettes,795
2022-09,Other Tobacco,708
2022-09,Beer,552
2022-09,Wine,851
2022-09,Packaged Beverages-nonalcoh,1232
2022-09,Candy,1293
2022-09,Fluid Milk Products,955
2022-09,Other Dairy Deli,1311
2022-09,Pkg Sand Other Products,1396
2022-09,Packaged Ice Cream Novelty,817
2022-09,Frozen Foods,1507
2022-09,Packaged Bread Comm Bakery,1016
2022-09,Salty Snacks,1006
2022-09,Packaged Sweet Snacks,1028
2022-09,Alternative Snacks,1014
2022-09,Fresh Foods - Perish Groc,1235
2022-09,Edible Grocery,1199
2022-09,Non-edible Grocery,1130
2022-09,Health And Beauty Care,1205
2022-09,General Merchandise,1381
2022-09,Publications,789
2022-09,Automotive Products,1177
2022-09,Store Services Fee Income,1164
2022-09,Store Services Fee Inc Tax,666
2022-09,Ice Bags,970
2022-09,Hot Dispensed Beverages,1149
2022-09,Cold Dispensed Beverages,1281
2022-09,Frozen Dispensed Beverages,462
2022-09,Car Wash Sls,1067
2022-09,Car Wash Vending Sales,1046
2022-09,Chilled Bev Fee,839
2022-09,Coupons,785
2022-09,Cravins To Order,782
2022-09,CTO Ing Shelf Stable,1381
2022-09,Fe Gift Cards Radiant,677
2022-09,Floral,486
2022-09,Fresh Bakery,1580
2022-09,Gen Merch Scan Data Sales,1117
2022-09,JW European Cafe,1426
2022-09,Lottery Instant Tickets,1124
2022-09,Lottery ITVM Instant Tickets,669
2022-09,Lottery Online Sales,1061
2022-09,Manual Fuel Radiant,1384
2022-09,Money Orders Radiant,1329
2022-09,Money Transfers,1140
2022-09,No Scan Merch Radiant,1005
2022-09,Novelty,1076
2022-09,Phone Card Fee,1227
2022-09,Supplies-retail,1181
2022-10,Cigarettes,665
2022-10,Other Tobacco,1332
2022-10,Beer,735
2022-10,Wine,947
2022-10,Packaged Beverages-nonalcoh,1320
2022-10,Candy,1106
2022-10,Fluid Milk Products,771
2022-10,Other Dairy Deli,1136
2022-10,Pkg Sand Other Products,1471
2022-10,Packaged Ice Cream Novelty,909
2022-10,Frozen Foods,918
2022-10,Packaged Bread Comm Bakery,982
2022-10,Salty Snacks,1520
2022-10,Packaged Sweet Snacks,1157
2022-10,Alternative Snacks,1314
2022-10,Fresh Foods - Perish Groc,608
2022-10,Edible Grocery,1463
2022-10,Non-edible Grocery,1230
2022-10,Health And Beauty Care,1024
2022-10,General Merchandise,1317
2022-10,Publications,667
2022-10,Automotive Products,669
2022-10,Store Services Fee Income,1128
2022-10,Store Services Fee Inc Tax,995
2022-10,Ice Bags,799
2022-10,Hot Dispensed Beverages,1006
2022-10,Cold Dispensed Beverages,1340
2022-10,Frozen Dispensed Beverages,1063
2022-10,Car Wash Sls,1139
2022-10,Car Wash Vending Sales,1340
2022-10,Chilled Bev Fee,1472
2022-10,Coupons,1353
2022-10,Cravins To Order,1399
2022-10,CTO Ing Shelf Stable,739
2022-10,Fe Gift Cards Radiant,928
2022-10,Floral,860
2022-10,Fresh Bakery,857
2022-10,Gen Merch Scan Data Sales,1400
2022-10,JW European Cafe,1251
2022-10,Lottery Instant Tickets,1019
2022-10,Lottery ITVM Instant Tickets,757
2022-10,Lottery Online Sales,1383
2022-10,Manual Fuel Radiant,1120
2022-10,Money Orders Radiant,1357
2022-10,Money Transfers,833
2022-10,No Scan Merch Radiant,1435
2022-10,Novelty,1244
2022-10,Phone Card Fee,909
2022-10,Supplies-retail,1195
2022-11,Cigarettes,1101
2022-11,Other Tobacco,1252
2022-11,Beer,1554
2022-11,Wine,1258
2022-11,Packaged Beverages-nonalcoh,1080
2022-11,Candy,919
2022-11,Fluid Milk Products,1002
2022-11,Other Dairy Deli,1281
2022-11,Pkg Sand Other Products,1227
2022-11,Packaged Ice Cream Novelty,838
2022-11,Frozen Foods,1417
2022-11,Packaged Bread Comm Bakery,945
2022-11,Salty Snacks,1091
2022-11,Packaged Sweet Snacks,1293
2022-11,Alternative Snacks,1083
2022-11,Fresh Foods - Perish Groc,1017
2022-11,Edible Grocery,953
2022-11,Non-edible Grocery,738
2022-11,Health And Beauty Care,980
2022-11,General Merchandise,1229
2022-11,Publications,1261
2022-11,Automotive Products,1123
2022-11,Store Services Fee Income,638
2022-11,Store Services Fee Inc Tax,1104
2022-11,Ice Bags,1189
2022-11,Hot Dispensed Beverages,1176
2022-11,Cold Dispensed Beverages,818
2022-11,Frozen Dispensed Beverages,998
2022-11,Car Wash Sls,474
2022-11,Car Wash Vending Sales,1322
2022-11,Chilled Bev Fee,1049
2022-11,Coupons,926
2022-11,Cravins To Order,709
2022-11,CTO Ing Shelf Stable,732
2022-11,Fe Gift Cards Radiant,1103
2022-11,Floral,1153
2022-11,Fresh Bakery,1397
2022-11,Gen Merch Scan Data Sales,1343
2022-11,JW European Cafe,610
2022-11,Lottery Instant Tickets,1598
2022-11,Lottery ITVM Instant Tickets,965
2022-11,Lottery Online Sales,688
2022-11,Manual Fuel Radiant,1021
2022-11,Money Orders Radiant,1024
2022-11,Money Transfers,1525
2022-11,No Scan Merch Radiant,1487
2022-11,Novelty,1171
2022-11,Phone Card Fee,1247
2022-11,Supplies-retail,1192
2022-12,Cigarettes,1232
2022-12,Other Tobacco,1363
2022-12,Beer,990
2022-12,Wine,1231
2022-12,Packaged Beverages-nonalcoh,1325
2022-12,Candy,1184
2022-12,Fluid Milk Products,962
2022-12,Other Dairy Deli,1262
2022-12,Pkg Sand Other Products,1096
2022-12,Packaged Ice Cream Novelty,1169
2022-12,Frozen Foods,1235
2022-12,Packaged Bread Comm Bakery,1495
2022-12,Salty Snacks,838
2022-12,Packaged Sweet Snacks,905
2022-12,Alternative Snacks,1355
2022-12,Fresh Foods - Perish Groc,1294
2022-12,Edible Grocery,1054
2022-12,Non-edible Grocery,1152
2022-12,Health And Beauty Care,1194
2022-12,General Merchandise,1561
2022-12,Publications,932
2022-12,Automotive Products,1318
2022-12,Store Services Fee Income,1284
2022-12,Store Services Fee Inc Tax,1045
2022-12,Ice Bags,1237
2022-12,Hot Dispensed Beverages,920
2022-12,Cold Dispensed Beverages,1429
2022-12,Frozen Dispensed Beverages,993
2022-12,Car Wash Sls,805
2022-12,Car Wash Vending Sales,1323
2022-12,Chilled Bev Fee,859
2022-12,Coupons,1140
2022-12,Cravins To Order,1093
2022-12,CTO Ing Shelf Stable,1285
2022-12,Fe Gift Cards Radiant,1080
2022-12,Floral,874
2022-12,Fresh Bakery,1273
2022-12,Gen Merch Scan Data Sales,853
2022-12,JW European Cafe,1146
2022-12,Lottery Instant Tickets,1341
2022-12,Lottery ITVM Instant Tickets,1339
2022-12,Lottery Online Sales,973
2022-12,Manual Fuel Radiant,581
2022-12,Money Orders Radiant,1048
2022-12,Money Transfers,1145
2022-12,No Scan Merch Radiant,870
2022-12,Novelty,1077
2022-12,Phone Card Fee,930
2022-12,Supplies-retail,1578
2023-01,Cigarettes,1239
2023-01,Other Tobacco,921
2023-01,Beer,1101
2023-01,Wine,889
2023-01,Packaged Beverages-nonalcoh,814
2023-01,Candy,915
2023-01,Fluid Milk Products,1357
2023-01,Other Dairy Deli,1215
2023-01,Pkg Sand Other Products,1382
2023-01,Packaged Ice Cream Novelty,837
2023-01,Frozen Foods,1225
2023-01,Packaged Bread Comm Bakery,1177
2023-01,Salty Snacks,991
2023-01,Packaged Sweet Snacks,991
2023-01,Alternative Snacks,1820
2023-01,Fresh Foods - Perish Groc,1363
2023-01,Edible Grocery,1186
2023-01,Non-edible Grocery,929
2023-01,Health And Beauty Care,1163
2023-01,General Merchandise,1043
2023-01,Publications,1142
2023-01,Automotive Products,1323
2023-01,Store Services Fee Income,1000
2023-01,Store Services Fee Inc Tax,857
2023-01,Ice Bags,1393
2023-01,Hot Dispensed Beverages,1169
2023-01,Cold Dispensed Beverages,1158
2023-01,Frozen Dispensed Beverages,1168
2023-01,Car Wash Sls,1220
2023-01,Car Wash Vending Sales,1418
2023-01,Chilled Bev Fee,1147
2023-01,Coupons,1119
2023-01,Cravins To Order,1356
2023-01,CTO Ing Shelf Stable,1429
2023-01,Fe Gift Cards Radiant,988
2023-01,Floral,1289
2023-01,Fresh Bakery,1414
2023-01,Gen Merch Scan Data Sales,1255
2023-01,JW European Cafe,876
2023-01,Lottery Instant Tickets,956
2023-01,Lottery ITVM Instant Tickets,917
2023-01,Lottery Online Sales,1512
2023-01,Manual Fuel Radiant,1443
2023-01,Money Orders Radiant,1385
2023-01,Money Transfers,1077
2023-01,No Scan Merch Radiant,735
2023-01,Novelty,1486
2023-01,Phone Card Fee,1132
2023-01,Supplies-retail,1216
2023-02,Cigarettes,1058
2023-02,Other Tobacco,1234
2023-02,Beer,1487
2023-02,Wine,1269
2023-02,Packaged Beverages-nonalcoh,1660
2023-02,Candy,1599
2023-02,Fluid Milk Products,1005
2023-02,Other Dairy Deli,825
2023-02,Pkg Sand Other Products,828
2023-02,Packaged Ice Cream Novelty,827
2023-02,Frozen Foods,1180
2023-02,Packaged Bread Comm Bakery,959
2023-02,Salty Snacks,1277
2023-02,Packaged Sweet Snacks,1382
2023-02,Alternative Snacks,1010
2023-02,Fresh Foods - Perish Groc,1655
2023-02,Edible Grocery,1122
2023-02,Non-edible Grocery,1596
2023-02,Health And Beauty Care,1134
2023-02,General Merchandise,743
2023-02,Publications,1019
2023-02,Automotive Products,1057
2023-02,Store Services Fee Income,1552
2023-02,Store Services Fee Inc Tax,1100
2023-02,Ice Bags,899
2023-02,Hot Dispensed Beverages,854
2023-02,Cold Dispensed Beverages,515
2023-02,Frozen Dispensed Beverages,851
2023-02,Car Wash Sls,1063
2023-02,Car Wash Vending Sales,1214
2023-02,Chilled Bev Fee,434
2023-02,Coupons,1256
2023-02,Cravins To Order,1155
2023-02,CTO Ing Shelf Stable,1071
2023-02,Fe Gift Cards Radiant,1092
2023-02,Floral,1543
2023-02,Fresh Bakery,1358
2023-02,Gen Merch Scan Data Sales,1436
2023-02,JW European Cafe,1509
2023-02,Lottery Instant Tickets,721
2023-02,Lottery ITVM Instant Tickets,1412
2023-02,Lottery Online Sales,1244
2023-02,Manual Fuel Radiant,1182
2023-02,Money Orders Radiant,1372
2023-02,Money Transfers,968
2023-02,No Scan Merch Radiant,1116
2023-02,Novelty,838
2023-02,Phone Card Fee,950
2023-02,Supplies-retail,1254
2023-03,Cigarettes,1039
2023-03,Other Tobacco,1046
2023-03,Beer,1393
2023-03,Wine,1422
2023-03,Packaged Beverages-nonalcoh,854
2023-03,Candy,902
2023-03,Fluid Milk Products,1149
2023-03,Other Dairy Deli,1075
2023-03,Pkg Sand Other Products,873
2023-03,Packaged Ice Cream Novelty,1365
2023-03,Frozen Foods,995
2023-03,Packaged Bread Comm Bakery,1374
2023-03,Salty Snacks,1366
2023-03,Packaged Sweet Snacks,1421
2023-03,Alternative Snacks,1126
2023-03,Fresh Foods - Perish Groc,510
2023-03,Edible Grocery,1226
2023-03,Non-edible Grocery,1223
2023-03,Health And Beauty Care,644
2023-03,General Merchandise,415
2023-03,Publications,1520
2023-03,Automotive Products,1113
2023-03,Store Services Fee Income,937
2023-03,Store Services Fee Inc Tax,1390
2023-03,Ice Bags,1297
2023-03,Hot Dispensed Beverages,1448
2023-03,Cold Dispensed Beverages,595
2023-03,Frozen Dispensed Beverages,1194
2023-03,Car Wash Sls,1611
2023-03,Car Wash Vending Sales,847
2023-03,Chilled Bev Fee,1060
2023-03,Coupons,1012
2023-03,Cravins To Order,547
2023-03,CTO Ing Shelf Stable,1113
2023-03,Fe Gift Cards Radiant,1081
2023-03,Floral,1601
2023-03,Fresh Bakery,627
2023-03,Gen Merch Scan Data Sales,903
2023-03,JW European Cafe,1428
2023-03,Lottery Instant Tickets,1226
2023-03,Lottery ITVM Instant Tickets,1251
2023-03,Lottery Online Sales,1061
2023-03,Manual Fuel Radiant,940
2023-03,Money Orders Radiant,1049
2023-03,Money Transfers,1114
2023-03,No Scan Merch Radiant,1081
2023-03,Novelty,853
2023-03,Phone Card Fee,1570
2023-03,Supplies-retail,1338
2023-04,Cigarettes,1113
2023-04,Other Tobacco,804
2023-04,Beer,670
2023-04,Wine,1241
2023-04,Packaged Beverages-nonalcoh,1004
2023-04,Candy,1219
2023-04,Fluid Milk Products,1432
2023-04,Other Dairy Deli,874
2023-04,Pkg Sand Other Products,756
2023-04,Packaged Ice Cream Novelty,1348
2023-04,Frozen Foods,818
2023-04,Packaged Bread Comm Bakery,968
2023-04,Salty Snacks,1442
2023-04,Packaged Sweet Snacks,689
2023-04,Alternative Snacks,1164
2023-04,Fresh Foods - Perish Groc,941
2023-04,Edible Grocery,1025
2023-04,Non-edible Grocery,1278
2023-04,Health And Beauty Care,458
2023-04,General Merchandise,1236
2023-04,Publications,514
2023-04,Automotive Products,1078
2023-04,Store Services Fee Income,1257
2023-04,Store Services Fee Inc Tax,1078
2023-04,Ice Bags,1503
2023-04,Hot Dispensed Beverages,1101
2023-04,Cold Dispensed Beverages,603
2023-04,Frozen Dispensed Beverages,993
2023-04,Car Wash Sls,1003
2023-04,Car Wash Vending Sales,1395
2023-04,Chilled Bev Fee,1010
2023-04,Coupons,1377
2023-04,Cravins To Order,1122
2023-04,CTO Ing Shelf Stable,1070
2023-04,Fe Gift Cards Radiant,970
2023-04,Floral,944
2023-04,Fresh Bakery,1271
2023-04,Gen Merch Scan Data Sales,693
2023-04,JW European Cafe,1128
2023-04,Lottery Instant Tickets,971
2023-04,Lottery ITVM Instant Tickets,1166
2023-04,Lottery Online Sales,734
2023-04,Manual Fuel Radiant,1215
2023-04,Money Orders Radiant,1434
2023-04,Money Transfers,1206
2023-04,No Scan Merch Radiant,974
2023-04,Novelty,1197
2023-04,Phone Card Fee,1384
2023-04,Supplies-retail,1409
2023-05,Cigarettes,1580
2023-05,Other Tobacco,1278
2023-05,Beer,1106
2023-05,Wine,1620
2023-05,Packaged Beverages-nonalcoh,1063
2023-05,Candy,920
2023-05,Fluid Milk Products,1103
2023-05,Other Dairy Deli,547
2023-05,Pkg Sand Other Products,1084
2023-05,Packaged Ice Cream Novelty,1076
2023-05,Frozen Foods,829
2023-05,Packaged Bread Comm Bakery,1013
